Title,Photographer,Description,Subject,Publisher,Contributors,Date,Type,Genre,Digitization,Identifier,Neg. number,Source,Relation,Language,Location depicted,Rights,Rights Notes,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"William Bailey Farm Wawawai, 1898","Barkhuff, William Delbert","Men, women and children walk along a path.",Children--Washington (State)--Pullman; Hills--Washington (State)--Pullman; Men--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Women--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n41,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/88,88,112.jpg,/barkhuff/image/112.jpg
"Riverboat at Alamota, 1898","Barkhuff, William Delbert",People loading and unloading the steamship Almota.,Carts &amp; wagons--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n43,pc149_78-227,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/89,89,113.jpg,/barkhuff/image/113.jpg
"Riverboat, 1898","Barkhuff, William Delbert",People loading and unloading a steamboat.,Carts &amp; wagons--Washington (State)--Pullman; Children--Washington (State)--Pullman; Men--Washington (State)--Pullman; Rivers--Washington (State)--Pullman; Steam engines--Washington (State)--Pullman; Women--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n44,pc149_78-227,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/90,90,114.jpg,/barkhuff/image/114.jpg
"Riverboat on Water, 1898","Barkhuff, William Delbert",A steamboat sitting at dock.,Rivers--Washington (State)--Pullman; Steam engines--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n45,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/91,91,115.jpg,/barkhuff/image/115.jpg
"Harvest in the Palouse, 1898","Barkhuff, William Delbert",Men working at harvesting wheat.,Carts &amp; wagons--Washington (State)--Pullman; Croplands--Washington (State)--Pullman; Horses--Washington (State)--Pullman; Mechanical works--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n46,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/92,92,116.jpg,/barkhuff/image/116.jpg
"Group on Farm, 1898","Barkhuff, William Delbert",A group of people stand by a building.,Buildings--Washington (State)--Pullman; Hills--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Men--Washington (State)--Pullman; Women--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Group portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n47,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/93,93,117.jpg,/barkhuff/image/117.jpg
"Barkhuff Barn, 1898","Barkhuff, William Delbert",A barn in fall / winter.,Buildings--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Wooden buildings--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n48,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/94,94,118.jpg,/barkhuff/image/118.jpg
"Barkhuff Ranch Scenes, 1898","Barkhuff, William Delbert",George and M.J. Barkhuff,"Barkhuff, George Wood; Barkhuff, Maxine Jane Patterson; Fences--Washington (State)--Colton; Trees--Washington (State)--Colton","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f06n01,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/95,95,119.jpg,/barkhuff/image/119.jpg
"Barkhuff Ranch Scenes, 1898","Barkhuff, William Delbert",A wooded hillside.,Hills--Washington (State)--Colton; Trees--Washington (State)--Colton,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f06n03,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/96,96,120.jpg,/barkhuff/image/120.jpg
Barkhuff Ranch Scenes 1892,"Barkhuff, William Delbert",A barn on a hillside.,Buildings--Washington (State)--Colton; Croplands--Washington (State)--Colton; Wooden buildings--Washington (State)--Colton,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f06n04,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/97,97,121.jpg,/barkhuff/image/121.jpg
"Barkhuff Ranch Scenes, 1898","Barkhuff, William Delbert",A picture of fences.,Fences--Washington (State)--Colton,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f06n05,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/98,98,122.jpg,/barkhuff/image/122.jpg
"Barkhuff Ranch Scenes, 1896","Barkhuff, William Delbert","Homestead House, 1896.",Buildings--Washington (State)--Colton; Wooden buildings--Washington (State)--Colton,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1896,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f06n06,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/99,99,123.jpg,/barkhuff/image/123.jpg
"Barkhuff Ranch Scenes, 1898","Barkhuff, William Delbert",A picture of a fence and house in distance.,Buildings--Washington (State)--Colton; Fences--Washington (State)--Colton; Houses--Washington (State)--Colton; Wooden buildings--Washington (State)--Colton,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f06n07,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/100,100,124.jpg,/barkhuff/image/124.jpg
